"","ENT_REGIS","MUN_REGIS","LOC_REGIS","TAM_LOC_RE","DIA_REGIS","MES_REGIS","ANIO_REGIS","REGIMEN_MA","GENERO","SEXO_CON1","EDAD_CON1","NACI_CON1","OCUP_CON1","ENTRH_CON1","MUNRH_CON1","LOCRH_CON1","TLORH_CON1","ESCOL_CON1","CONACTCON1","SITLABCON1","POSTRACON1","SEXO_CON2","EDAD_CON2","NACI_CON2","OCUP_CON2","ENTRH_CON2","MUNRH_CON2","LOCRH_CON2","TLORH_CON2","ESCOL_CON2","CONACTCON2","SITLABCON2","POSTRACON2","TIPO_CON","NOM_LOC"
"16266",24,9,1,1,21,10,2017,2,1,1,83,1,8,24,28,1,15,NA,1,1,NA,2,61,1,11,24,28,1,15,NA,2,3,NA,1,"Cerritos"
"16267",24,9,1,1,19,8,2017,NA,1,1,28,1,2,24,35,1,14,7,1,1,NA,2,28,1,2,24,28,1,15,NA,1,1,NA,1,"Cerritos"
"16268",24,9,1,1,17,12,2017,2,1,1,52,1,NA,24,35,1,14,8,1,1,2,2,45,1,2,24,35,1,14,7,1,1,2,1,"Cerritos"
"16269",24,9,1,1,27,5,2017,2,1,1,20,1,NA,24,35,1,14,5,1,1,1,2,20,1,NA,24,28,1,15,6,NA,NA,NA,1,"Cerritos"
"16270",20,168,1,1,24,3,2017,1,1,1,59,1,6,20,485,1,2,1,1,1,3,2,57,1,11,20,485,1,2,1,2,3,NA,1,"San Jos‚ del Pe¤asco"
"16271",20,168,1,1,17,5,2017,1,1,1,24,1,7,20,168,7777,1,5,1,1,1,2,18,1,11,20,168,7777,1,5,2,3,NA,1,"San Jos‚ del Pe¤asco"
"16272",20,168,1,1,29,12,2017,1,1,1,22,1,7,12,1,9999,NA,5,1,1,1,2,20,1,11,20,26,8,1,6,2,3,NA,1,"San Jos‚ del Pe¤asco"
"16273",20,168,1,1,5,4,2017,1,1,1,62,1,6,20,485,1,2,4,1,1,3,2,61,1,11,20,485,1,2,4,2,3,NA,1,"San Jos‚ del Pe¤asco"
"16274",19,4,1,8,12,8,2017,1,1,1,27,1,NA,19,26,1,15,7,1,1,2,2,24,1,NA,19,4,80,1,8,1,1,4,1,"Los Aldamas"
"16275",19,4,1,8,16,12,2017,1,1,1,22,1,NA,19,38,1,10,7,1,1,2,2,18,1,NA,19,4,80,1,8,1,1,4,1,"Los Aldamas"
"16276",19,4,1,8,15,3,2017,1,1,1,19,1,7,19,4,1,8,5,1,1,1,2,20,1,11,19,38,1,10,5,2,3,NA,1,"Los Aldamas"
"16277",19,4,1,8,11,1,2017,1,1,1,27,1,NA,19,4,1,8,5,1,1,2,2,26,1,11,19,4,80,1,5,2,3,NA,1,"Los Aldamas"
"16278",19,4,1,8,10,6,2017,1,1,1,25,1,NA,19,39,1,16,7,1,1,2,2,19,1,NA,19,4,80,1,7,1,1,6,1,"Los Aldamas"
"16279",19,4,1,8,28,10,2017,1,1,1,35,1,NA,19,9,1,11,5,1,1,4,2,35,1,NA,19,46,1,14,7,1,1,4,1,"Los Aldamas"
"16280",19,4,1,8,25,11,2017,1,1,1,19,1,NA,19,49,1,9,5,1,1,2,2,20,1,NA,19,4,80,1,6,1,1,2,1,"Los Aldamas"
"16281",19,4,1,8,18,11,2017,1,1,1,24,1,NA,19,4,1,8,5,1,1,4,2,21,1,NA,19,4,80,1,7,1,1,2,1,"Los Aldamas"
"16282",30,79,1,4,8,6,2017,2,1,1,25,1,NA,30,79,7777,1,7,1,1,2,2,20,1,11,30,79,1,4,5,2,3,NA,1,"Ixcatepec"
"16283",30,79,1,4,27,1,2017,1,1,1,24,1,NA,30,79,1,4,6,1,1,1,2,23,1,11,30,79,1,4,6,2,3,NA,1,"Ixcatepec"
"16284",31,62,1,4,8,12,2017,NA,1,1,33,1,2,31,62,1,4,7,1,1,2,2,37,1,NA,31,62,1,4,5,1,1,2,1,"R¡o Lagartos"
"16285",31,62,1,4,3,3,2017,NA,1,1,22,1,NA,31,62,1,4,6,1,1,2,2,24,1,NA,31,62,1,4,7,1,1,2,1,"R¡o Lagartos"
"16286",15,45,1,6,11,2,2017,1,1,1,21,1,9,15,45,33,4,5,1,1,2,2,19,1,11,15,26,8,4,5,2,3,NA,1,"Jaltenco"
"16287",15,45,1,6,9,12,2017,2,1,1,31,1,2,13,76,1,8,7,1,1,2,2,27,1,2,15,45,1,6,7,1,1,2,1,"Jaltenco"
"16288",15,45,1,6,24,6,2017,1,1,1,45,1,7,15,45,9,2,5,1,1,1,2,54,1,11,15,45,9,2,5,2,3,NA,1,"Jaltenco"
"16289",15,45,1,6,25,2,2017,2,1,1,32,1,3,9,7,1,17,6,1,1,2,2,35,1,3,15,45,7,4,6,1,1,2,1,"Jaltenco"
"16290",15,45,1,6,1,4,2017,1,1,1,25,1,2,15,45,27,4,7,1,1,2,2,26,1,11,15,45,7777,1,8,2,3,NA,1,"Jaltenco"
"16291",15,45,1,6,22,7,2017,1,1,1,24,1,5,15,45,24,3,6,1,1,2,2,28,1,11,15,45,24,3,4,2,3,NA,1,"Jaltenco"
"16292",15,45,1,6,13,5,2017,1,1,1,25,1,7,15,45,26,2,5,1,1,1,2,21,1,7,15,45,11,1,5,1,1,1,1,"Jaltenco"
"16293",15,45,1,6,11,11,2017,2,1,1,31,1,4,15,45,14,2,7,1,1,4,2,28,1,11,15,45,14,2,6,2,3,NA,1,"Jaltenco"
"16294",5,36,1,4,24,3,2017,1,1,1,21,1,7,5,36,46,1,5,1,1,2,2,24,1,11,5,36,1,4,5,2,3,NA,1,"Torre¢n"
"16295",5,36,1,4,17,2,2017,1,1,1,31,1,4,5,36,9999,NA,5,1,1,2,2,24,1,11,5,36,9999,NA,5,2,3,NA,1,"Torre¢n"
"16296",5,36,1,4,12,8,2017,1,1,1,23,1,7,5,36,1,4,5,1,1,1,2,24,1,11,5,36,1,4,5,2,3,NA,1,"Torre¢n"
"16297",21,72,1,2,23,3,2017,1,1,1,58,1,6,21,107,8,2,4,1,1,3,2,54,1,11,21,107,8,2,4,2,3,NA,1,"Huauchinango"
"16298",21,72,1,2,22,11,2017,1,1,1,32,1,6,21,72,1,2,7,1,1,3,2,32,1,11,21,72,1,2,6,2,3,NA,1,"Huauchinango"
"16299",21,72,1,2,25,4,2017,1,1,1,41,1,6,21,107,11,1,4,1,1,3,2,44,1,11,21,107,13,2,4,2,3,NA,1,"Huauchinango"
"16300",21,72,1,2,8,2,2017,1,1,1,26,1,NA,30,50,7777,1,6,1,1,2,2,21,1,11,30,50,7777,1,5,2,3,NA,1,"Huauchinango"
"16301",21,72,1,2,6,2,2017,1,1,1,25,1,2,21,114,1,16,7,1,1,2,2,22,1,2,21,72,9,3,7,1,1,2,1,"Huauchinango"
"16302",5,11,1,4,30,12,2017,1,1,1,24,1,NA,5,11,1,4,6,1,1,2,2,21,1,11,5,11,7777,1,6,2,3,NA,1,"Frontera"
"16303",5,11,1,4,15,7,2017,1,1,1,20,1,8,5,11,1,4,6,1,1,1,2,25,1,11,5,11,7777,1,6,2,3,NA,1,"Frontera"
"16304",14,84,1,5,23,6,2017,1,1,1,57,1,6,14,84,7777,1,4,1,1,3,2,56,1,11,14,84,1,5,5,2,3,NA,1,"Tala"
"16305",21,73,1,4,21,5,2017,1,1,1,24,2,NA,33,999,9999,NA,6,1,1,2,2,20,1,11,21,47,82,1,6,2,3,NA,1,"Huehuetla"
"16306",21,73,1,4,23,5,2017,1,1,1,22,1,6,21,73,1,4,6,1,1,3,2,23,1,5,21,73,1,4,5,1,1,4,1,"Huehuetla"
"16307",21,73,1,4,12,2,2017,1,1,1,27,1,4,21,73,1,4,8,1,1,4,2,23,1,4,21,47,1,6,8,1,1,4,1,"Huehuetla"
"16308",14,1,1,6,13,11,2017,1,1,1,56,1,7,14,124,7777,2,NA,1,1,3,2,39,1,NA,14,124,26,2,NA,1,1,2,1,"Jalisco"
"16309",14,1,1,6,21,5,2017,1,1,1,34,1,6,14,1,1,6,5,1,1,3,2,30,1,3,14,1,1,6,7,1,1,2,1,"Jalisco"
"16310",14,1,1,6,18,2,2017,1,1,1,27,1,2,14,120,1,16,7,1,1,2,2,25,1,2,14,39,1,16,7,1,1,2,1,"Jalisco"
"16311",15,72,1,5,19,8,2017,1,1,1,21,1,7,15,73,15,1,6,1,1,2,2,18,1,11,15,72,1,5,5,2,3,NA,1,"Polotitl n"
"16312",15,72,1,5,27,5,2017,1,1,1,22,1,7,15,27,1,5,5,1,1,1,2,30,1,11,15,27,1,5,5,2,3,NA,1,"Polotitl n"
"16313",18,1,1,7,22,9,2017,1,1,1,23,1,2,18,1,1,7,7,1,1,2,2,23,1,2,18,1,1,7,7,1,1,2,1,"Nayarit"
"16314",18,1,1,7,6,11,2017,1,1,1,22,1,5,18,1,1,7,5,1,1,2,2,23,1,11,18,1,1,7,5,2,3,NA,1,"Nayarit"
"16315",18,1,1,7,19,1,2017,2,1,1,58,1,8,18,1,1,7,5,1,1,2,2,44,1,11,18,1,1,7,6,2,3,NA,1,"Nayarit"
"16316",32,26,1,1,15,12,2017,1,1,1,26,1,9,32,26,7777,1,5,1,1,3,2,25,1,NA,5,30,1,15,5,NA,NA,NA,1,"Luis Moya"
"16317",32,26,1,1,22,11,2017,1,1,1,26,1,7,5,30,1,15,5,1,1,2,2,23,1,NA,32,26,107,2,6,1,1,6,1,"Luis Moya"
"16318",30,129,1,6,29,12,2017,1,1,1,25,1,NA,30,129,7777,1,NA,1,1,NA,2,24,1,11,13,46,7777,1,NA,2,3,NA,1,"Perote"
"16319",30,129,1,6,22,9,2017,1,1,1,21,1,NA,30,129,7777,1,5,1,1,2,2,20,1,11,30,129,8,1,6,2,3,NA,1,"Perote"
"16320",30,129,1,6,10,2,2017,1,1,1,35,1,4,30,129,1,6,5,1,1,5,2,31,1,11,30,129,1,6,5,2,3,NA,1,"Perote"
"16321",15,26,20,4,30,12,2017,1,1,1,26,1,7,15,26,20,4,6,1,1,1,2,23,1,11,15,26,20,4,6,2,3,NA,1,"San Pablo Atlazalpan"
"16322",15,26,20,4,26,8,2017,1,1,1,40,1,6,15,26,20,4,4,1,1,3,2,38,1,11,15,26,20,4,4,2,3,NA,1,"San Pablo Atlazalpan"
"16323",15,26,20,4,23,11,2017,1,1,1,65,1,6,15,26,20,4,2,1,1,3,2,63,1,11,15,26,20,4,2,2,3,NA,1,"San Pablo Atlazalpan"
"16324",20,513,1,14,27,7,2017,1,1,1,23,1,5,20,2,234,1,6,1,1,2,2,19,1,11,20,2,234,1,7,2,3,NA,1,"Totontepec Villa de Morelos"
"16325",20,513,1,14,20,2,2017,1,1,1,25,1,7,20,513,1,5,7,1,1,1,2,18,1,11,20,513,1,5,5,2,3,NA,1,"Totontepec Villa de Morelos"
"16326",20,513,1,14,23,6,2017,1,1,1,27,1,7,28,22,9999,NA,4,1,1,3,2,24,1,11,28,22,9999,NA,6,2,2,NA,1,"Totontepec Villa de Morelos"
"16327",20,513,1,14,7,7,2017,1,1,1,32,1,7,20,2,234,1,5,1,1,1,2,29,1,2,20,2,234,1,7,1,1,2,1,"Totontepec Villa de Morelos"
"16328",20,513,1,14,29,12,2017,1,1,1,27,1,2,20,2,234,1,7,1,1,2,2,20,1,11,20,2,234,1,5,2,3,NA,1,"Totontepec Villa de Morelos"
"16329",20,513,1,14,13,3,2017,1,1,1,28,1,4,20,57,1,7,5,1,1,2,2,26,1,11,20,36,1,2,6,2,3,NA,1,"Totontepec Villa de Morelos"
"16330",7,36,1,2,29,6,2017,1,1,1,23,1,6,7,80,7777,2,5,1,1,3,2,18,1,11,7,36,25,1,5,2,3,NA,1,"Frontera Hidalgo"
"16331",30,62,1,6,2,2,2017,1,1,1,51,1,6,30,62,1,6,4,1,1,3,2,47,1,11,30,62,1,6,4,2,3,NA,1,"Las Choapas"
"16332",7,3,1,5,23,12,2017,2,1,1,23,1,NA,7,3,7777,1,7,1,1,2,2,22,1,NA,7,3,1,5,6,1,1,2,1,"Acala"
"16333",7,3,1,5,28,2,2017,1,1,1,63,1,6,7,3,5,2,6,1,1,3,2,63,1,11,7,3,5,2,7,2,3,NA,1,"Acala"
"16334",7,3,1,5,28,2,2017,2,1,1,18,1,6,7,3,142,1,5,1,1,3,2,18,1,11,7,3,142,1,6,2,3,NA,1,"Acala"
"16335",14,22,1,7,26,7,2017,1,1,1,34,1,NA,14,22,1,7,4,1,1,2,2,31,1,NA,14,22,1,7,5,1,1,2,1,"Casimiro Castillo"
"16336",14,22,1,7,16,6,2017,1,1,1,32,1,7,6,7,1,13,5,1,1,2,2,29,1,5,6,7,1,13,7,1,1,5,1,"Casimiro Castillo"
"16337",14,22,1,7,22,6,2017,1,1,1,63,1,NA,33,999,9999,NA,5,1,1,2,2,37,1,NA,14,22,1,7,5,1,1,2,1,"Casimiro Castillo"
"16338",14,22,1,7,3,5,2017,1,1,1,78,1,11,14,22,1,7,4,2,4,NA,2,58,1,11,14,22,1,7,4,2,3,NA,1,"Casimiro Castillo"
"16339",14,22,1,7,10,3,2017,1,1,1,64,1,4,14,22,1,7,6,1,1,5,2,66,1,11,14,22,1,7,4,2,3,NA,1,"Casimiro Castillo"
"16340",14,22,1,7,21,4,2017,1,1,1,29,1,5,14,22,1,7,6,1,1,2,2,28,1,11,14,22,1,7,4,2,3,NA,1,"Casimiro Castillo"
"16341",14,22,1,7,6,1,2017,1,1,1,26,1,NA,14,22,1,7,7,1,1,2,2,26,1,11,14,22,1,7,7,2,3,NA,1,"Casimiro Castillo"
"16342",14,22,1,7,11,12,2017,1,1,1,25,2,2,35,999,9999,NA,7,1,1,2,2,27,1,2,6,10,1,13,7,1,1,2,1,"Casimiro Castillo"
"16343",14,22,1,7,30,10,2017,1,1,1,30,1,9,14,22,1,7,4,1,1,3,2,35,1,11,14,22,1,7,4,2,3,NA,1,"Casimiro Castillo"
"16344",14,22,1,7,11,2,2017,2,1,1,30,1,2,14,22,1,7,7,1,1,2,2,27,1,5,14,22,1,7,7,1,1,5,1,"Casimiro Castillo"
"16345",14,22,1,7,9,11,2017,1,1,1,20,1,5,14,22,16,4,6,1,1,2,2,18,1,11,14,22,16,4,6,2,3,NA,1,"Casimiro Castillo"
"16346",16,65,1,7,25,8,2017,2,1,1,19,1,7,16,65,1,7,5,1,1,1,2,24,1,11,16,65,1,7,4,2,3,NA,1,"Par cuaro"
"16347",16,65,1,7,28,4,2017,2,1,1,35,1,2,16,65,3,2,7,1,1,NA,2,29,1,2,16,65,3,2,7,1,1,NA,1,"Par cuaro"
"16348",16,65,1,7,25,10,2017,2,1,1,36,1,7,16,65,1,7,6,1,1,1,2,36,1,2,16,65,6,4,7,1,1,NA,1,"Par cuaro"
"16349",16,65,1,7,21,4,2017,2,1,1,37,1,2,16,65,1,7,7,1,1,NA,2,32,1,2,16,102,1,14,7,1,1,NA,1,"Par cuaro"
"16350",16,65,1,7,6,1,2017,2,1,1,30,1,2,16,65,1,7,7,1,1,NA,2,26,1,11,16,65,1,7,NA,2,3,NA,1,"Par cuaro"
"16351",16,65,1,7,7,4,2017,2,1,1,28,1,9,16,65,3,2,4,1,1,1,2,23,1,11,16,65,3,2,6,2,3,NA,1,"Par cuaro"
"16352",16,65,1,7,28,4,2017,2,1,1,29,1,2,16,65,1,7,7,1,1,NA,2,31,1,2,16,65,1,7,7,1,1,NA,1,"Par cuaro"
"16353",12,52,8,4,7,1,2017,1,1,1,27,1,6,12,52,8,4,5,1,1,4,2,24,1,2,12,52,8,4,6,1,1,NA,1,"El Cocoyul"
"16354",16,64,3,5,12,5,2017,2,1,1,21,1,6,16,64,7777,1,4,1,1,3,2,27,1,11,16,64,7,2,6,2,3,NA,1,"Aguanato (Aguanuato)"
"16355",16,64,3,5,25,5,2017,2,1,1,24,1,6,16,6,55,2,5,1,1,3,2,23,1,11,16,64,3,5,6,2,3,NA,1,"Aguanato (Aguanuato)"
"16356",13,73,1,5,1,8,2017,2,1,1,33,1,5,13,73,7777,1,5,1,1,2,2,28,1,9,13,73,7777,1,5,1,1,2,1,"Tlanalapa"
"16357",13,73,1,5,26,5,2017,2,1,1,27,1,9,13,28,1,10,5,1,1,3,2,20,1,11,13,73,7777,1,5,2,3,NA,1,"Tlanalapa"
"16358",13,73,1,5,6,6,2017,2,1,1,70,1,6,13,73,15,2,1,1,1,3,2,62,1,11,13,73,15,2,1,2,3,NA,1,"Tlanalapa"
"16359",13,73,1,5,13,2,2017,2,1,1,19,1,6,13,73,38,3,5,1,1,4,2,19,1,11,13,73,15,2,5,2,3,NA,1,"Tlanalapa"
"16360",13,73,1,5,7,4,2017,2,1,1,23,1,NA,13,79,7777,1,5,1,1,2,2,27,1,11,13,73,21,2,5,2,3,NA,1,"Tlanalapa"
"16361",29,52,1,5,11,10,2017,1,1,1,44,1,NA,29,52,1,5,5,1,1,1,2,36,1,11,29,52,1,5,5,2,3,NA,1,"San Jer¢nimo Zacualpan"
"16362",29,52,1,5,5,5,2017,2,1,1,24,1,NA,29,52,1,5,7,1,1,2,2,23,1,NA,29,43,8,5,6,1,1,NA,1,"San Jer¢nimo Zacualpan"
"16363",29,52,1,5,28,7,2017,1,1,1,19,1,6,21,77,6,1,4,1,1,2,2,20,1,11,29,52,1,5,4,2,3,NA,1,"San Jer¢nimo Zacualpan"
"16364",24,21,1,2,3,3,2017,2,1,1,22,1,7,24,28,1,15,4,1,1,1,2,23,1,11,24,28,1,15,5,2,3,NA,1,"Matehuala"
"16365",24,21,1,2,4,8,2017,2,1,1,57,1,8,24,21,7777,1,2,1,1,3,2,35,1,11,24,21,7777,1,5,2,3,NA,1,"Matehuala"
"16366",12,39,1,6,15,12,2017,1,1,1,27,1,2,12,39,5,2,8,1,1,2,2,29,1,2,9,2,1,14,7,1,1,2,1,"Zihuatanejo de Azueta"
"16367",12,39,1,6,28,12,2017,1,1,1,45,1,NA,12,39,4,1,8,1,1,2,2,23,1,11,12,39,1,6,8,2,3,NA,1,"Zihuatanejo de Azueta"
"16368",12,39,1,6,11,2,2017,1,1,1,23,1,NA,12,39,1,6,6,1,1,2,2,29,1,NA,12,39,1,6,6,1,1,2,1,"Zihuatanejo de Azueta"
"16369",29,18,2,3,24,11,2017,2,1,1,26,1,NA,29,29,1,4,6,1,1,2,2,29,1,NA,29,18,1,8,7,1,1,2,1,"Mazatecochco"
"16370",5,24,1,9,28,7,2017,1,1,1,39,1,9,5,24,1,9,4,1,1,2,2,30,1,11,5,24,1,9,5,2,3,NA,1,"Ocampo"
"16371",5,24,1,9,5,8,2017,1,1,1,27,1,2,5,24,1,9,6,1,1,2,2,21,1,2,5,24,1,9,7,1,1,2,1,"Ocampo"
"16372",5,24,1,9,13,5,2017,1,1,1,22,1,NA,5,24,7777,1,5,1,1,2,2,21,1,11,5,24,91,1,5,2,3,NA,1,"Ocampo"
"16373",5,24,1,9,25,11,2017,2,1,1,29,1,2,19,39,1,16,6,1,1,4,2,26,1,4,19,39,1,16,6,1,1,4,1,"Ocampo"
"16374",5,24,1,9,21,5,2017,1,1,1,39,1,7,5,24,1,9,5,1,1,1,2,33,1,11,5,24,1,9,5,2,3,NA,1,"Ocampo"
"16375",5,24,1,9,1,12,2017,1,1,1,21,1,9,5,24,9999,NA,5,1,1,3,2,23,1,11,5,24,9999,NA,5,2,3,NA,1,"Ocampo"
"16376",5,24,1,9,29,5,2017,1,1,1,20,1,7,5,24,1,9,5,1,1,1,2,18,1,11,5,24,1,9,5,2,3,NA,1,"Ocampo"
"16377",5,24,1,9,16,10,2017,1,1,1,24,1,7,5,24,1,9,6,1,1,1,2,20,1,11,5,24,1,9,5,2,3,NA,1,"Ocampo"
"16378",5,24,1,9,23,9,2017,1,1,1,27,1,NA,5,24,1,9,6,1,1,2,2,27,1,11,5,24,120,1,7,2,3,NA,1,"Ocampo"
"16379",5,24,1,9,6,1,2017,1,1,1,27,1,2,5,22,1,8,7,1,1,2,2,24,1,2,5,24,1,9,7,1,1,2,1,"Ocampo"
"16380",15,6,1,5,12,8,2017,1,1,1,27,1,NA,15,55,1,5,6,1,1,4,2,24,1,2,15,55,1,5,7,1,1,2,1,"Almoloya de Ju rez"
"16381",15,6,1,5,4,2,2017,1,1,1,50,1,2,15,106,1,14,7,1,1,2,2,24,1,2,15,6,1,5,7,1,1,2,1,"Almoloya de Ju rez"
"16382",21,34,1,6,6,10,2017,1,1,1,34,1,2,21,34,1,6,7,1,1,2,2,30,1,2,21,34,1,6,7,1,1,2,1,"Cohuecan"
"16383",21,34,1,6,12,10,2017,2,1,1,28,1,7,21,34,2,5,7,1,1,1,2,20,1,11,21,34,2,5,6,2,2,NA,1,"Cohuecan"
"16384",14,100,1,5,24,8,2017,1,1,1,22,1,NA,14,100,1,5,5,1,1,2,2,19,1,11,14,100,1,5,5,2,3,NA,1,"Tolim n"
"16385",14,100,1,5,31,8,2017,1,1,1,31,2,NA,14,100,143,1,6,1,1,2,2,24,1,11,14,100,143,1,6,2,3,NA,1,"Tolim n"
"16386",14,100,1,5,20,7,2017,1,1,1,29,1,NA,14,100,1,5,7,1,1,2,2,23,1,NA,14,67,1,13,7,1,1,2,1,"Tolim n"
"16387",7,109,1,7,25,10,2017,1,1,1,27,1,7,7,89,982,1,6,1,1,3,2,29,1,11,7,109,30,2,6,2,3,NA,1,"Villaflores"
"16388",7,109,1,7,18,12,2017,1,1,1,23,1,NA,7,109,1,7,6,1,1,4,2,22,1,11,7,109,1,7,6,2,3,NA,1,"Villaflores"
"16389",7,109,1,7,28,2,2017,1,1,1,22,1,4,7,109,7777,1,4,1,1,4,2,24,1,NA,7,109,7777,1,5,1,1,2,1,"Villaflores"
"16390",7,109,1,7,5,1,2017,2,1,1,24,1,2,7,31,439,4,7,1,1,2,2,29,1,2,7,109,1,7,7,1,1,2,1,"Villaflores"
"16391",7,55,1,4,18,12,2017,1,1,1,27,1,NA,7,55,1,4,7,1,1,2,2,25,1,11,7,55,1,4,6,2,3,NA,1,"Mazat n"
"16392",7,55,1,4,21,4,2017,1,1,1,29,1,NA,7,55,1,4,7,1,1,2,2,25,1,11,7,55,1,4,7,2,3,NA,1,"Mazat n"
"16393",7,55,1,4,21,7,2017,1,1,1,27,1,NA,7,55,3,1,7,1,1,2,2,23,1,NA,7,55,3,1,6,1,1,2,1,"Mazat n"
"16394",7,55,1,4,24,2,2017,1,1,1,49,1,6,7,55,6,1,NA,1,1,3,2,25,1,11,7,55,6,1,NA,2,3,NA,1,"Mazat n"
"16395",30,57,1,4,17,7,2017,2,1,1,42,1,6,30,197,7777,1,3,1,1,3,2,20,1,11,30,197,7777,1,2,2,3,NA,1,"Chiconamel"
"16396",30,57,1,4,10,2,2017,1,1,1,70,1,11,30,57,40,1,4,2,3,NA,2,61,1,11,30,57,40,1,1,2,3,NA,1,"Chiconamel"
"16397",30,57,1,4,13,2,2017,1,1,1,21,1,6,30,57,40,1,5,1,1,3,2,20,1,11,30,57,40,1,5,2,3,NA,1,"Chiconamel"
"16398",20,298,1,5,14,2,2017,1,1,1,25,1,9,20,298,1,5,4,1,1,3,2,25,1,11,20,298,1,5,4,2,3,NA,1,"San Pedro Jicay n"
"16399",20,298,1,5,15,12,2017,1,1,1,21,1,2,20,57,266,1,7,1,1,4,2,22,1,2,20,57,266,1,7,1,1,2,1,"San Pedro Jicay n"
"16400",14,106,1,2,22,7,2017,1,1,1,34,1,2,14,106,1,2,7,1,1,2,2,32,1,2,14,106,1,2,7,1,1,2,1,"Tototl n"
"16401",14,106,1,2,15,7,2017,1,1,1,42,1,5,14,106,1,2,5,1,1,2,2,34,1,5,14,106,1,2,6,1,1,2,1,"Tototl n"
"16402",11,2,17,3,24,1,2017,2,1,1,30,1,9,11,2,65,1,4,1,1,3,2,27,1,11,11,2,65,1,5,2,3,NA,1,"La Brisa"
"16403",11,2,17,3,31,3,2017,2,1,1,41,1,9,11,2,86,1,4,1,1,3,2,37,1,11,11,2,86,1,4,2,3,NA,1,"La Brisa"
"16404",11,2,17,3,10,2,2017,2,1,1,30,1,7,11,2,65,1,6,1,1,1,2,30,1,7,11,2,1,11,6,1,1,1,1,"La Brisa"
"16405",11,2,17,3,10,2,2017,2,1,1,20,1,7,11,2,7777,1,5,1,1,1,2,18,1,11,11,2,86,1,5,2,3,NA,1,"La Brisa"
"16406",11,2,17,3,29,9,2017,2,1,1,29,1,8,11,2,7777,1,6,1,1,2,2,29,1,11,11,2,32,1,5,2,3,NA,1,"La Brisa"
"16407",15,55,1,5,24,11,2017,1,1,1,34,1,3,15,106,1,14,6,1,1,2,2,32,1,2,15,55,1,5,6,1,1,2,1,"Metepec"
"16408",15,55,1,5,21,12,2017,1,1,1,21,1,7,15,55,7777,1,6,1,1,1,2,23,1,2,15,55,1,5,7,1,1,2,1,"Metepec"
"16409",13,46,1,5,21,4,2017,1,1,1,29,1,2,13,16,1,7,7,1,1,NA,2,20,1,NA,13,77,1,13,NA,1,1,NA,1,"Omitl n de Ju rez"
"16410",13,46,1,5,1,8,2017,2,1,1,22,1,5,13,46,7777,1,NA,1,1,2,2,18,1,11,13,62,7777,2,NA,2,3,NA,1,"Omitl n de Ju rez"
"16411",13,46,1,5,6,4,2017,2,1,1,24,1,11,13,46,1,5,NA,2,2,NA,2,24,1,2,9,999,9999,NA,7,1,1,NA,1,"Omitl n de Ju rez"
"16412",13,46,1,5,13,2,2017,2,1,1,46,1,9,13,46,7777,1,NA,1,1,NA,2,36,1,11,13,46,3,1,NA,2,3,NA,1,"Omitl n de Ju rez"
"16413",13,46,1,5,16,12,2017,2,1,1,24,1,9,13,46,25,1,NA,1,1,NA,2,19,1,11,13,46,25,1,NA,2,3,NA,1,"Omitl n de Ju rez"
"16414",13,46,1,5,10,3,2017,2,1,1,25,1,6,24,37,99,1,NA,1,1,NA,2,24,1,11,13,46,7777,1,NA,2,3,NA,1,"Omitl n de Ju rez"
"16415",13,46,1,5,17,7,2017,2,1,1,27,1,6,21,39,1,2,NA,1,1,NA,2,25,1,11,13,46,7777,1,NA,2,3,NA,1,"Omitl n de Ju rez"
"16416",24,22,20,1,14,9,2017,2,1,1,31,1,6,24,22,7777,1,5,1,1,NA,2,23,1,11,24,22,7777,1,3,2,3,NA,1,"Colonia Emiliano Zapata (El Chamizal)"
"16417",24,22,20,1,7,10,2017,2,1,1,33,1,7,24,22,7777,1,5,1,1,1,2,25,1,11,24,22,7777,1,5,2,3,NA,1,"Colonia Emiliano Zapata (El Chamizal)"
"16418",24,22,20,1,18,2,2017,2,1,1,28,1,9,24,22,10,1,5,1,1,3,2,18,1,11,24,22,10,1,5,2,3,NA,1,"Colonia Emiliano Zapata (El Chamizal)"
"16419",13,63,1,9,10,11,2017,2,1,1,27,1,NA,15,102,9999,NA,5,1,1,2,2,47,1,11,13,63,1,9,5,2,3,NA,1,"Tepehuac n de Guerrero"
"16420",13,63,1,9,10,11,2017,1,1,1,61,1,11,20,327,1,5,4,2,4,NA,2,54,1,11,7,51,9999,NA,4,2,3,NA,1,"Tepehuac n de Guerrero"
"16421",13,63,1,9,20,7,2017,2,1,1,41,1,NA,27,14,6,4,5,1,1,2,2,34,1,11,13,76,1,8,5,2,3,NA,1,"Tepehuac n de Guerrero"
"16422",13,63,1,9,4,2,2017,2,1,1,24,1,2,9,6,1,14,7,1,1,2,2,23,1,2,13,76,1,8,7,1,1,2,1,"Tepehuac n de Guerrero"
"16423",13,63,1,9,11,5,2017,2,1,1,33,1,5,13,63,1,9,6,1,1,2,2,33,1,5,13,63,1,9,5,1,1,4,1,"Tepehuac n de Guerrero"
"16424",13,63,1,9,3,2,2017,2,1,1,25,1,7,13,67,10,4,5,1,1,1,2,20,1,7,13,63,1,9,6,1,1,NA,1,"Tepehuac n de Guerrero"
